HomeTeam,VisitorTeam,VisitorPointsScoredAverage,VisitorScheduleStrength,VisitorPointsAllowedAverage,HomePointsScoredAverage,HomeScheduleStrength,HomePointsAllowedAverage,HomeTeamGameScore,VisitorTeamGameScore,Spread,HomeTeamBeatSpread
Miami,Pittsburgh,27.8,19.674,18.6,17.6,19.89,23.8,30,15,7.5,W
Chicago,Jacksonville,21,19.525,27.75,17,20.918,25.2,16,17,-2.5,L
Buffalo,SanFrancisco,22.2,21.218,28,23.4,21.33,17.4,45,16,-7.5,W
Detroit,StLouis,16.4,21.234,22.2,23.8,20.096,25,31,28,-3.5,L
Tennessee,Cleveland,17.4,20.994,29.6,18.4,20.518,20.2,28,26,-7,L
Washington,Philadelphia,28.75,17.735,12.75,23,19.21,24.4,27,20,2.5,W
Oakland,KansasCity,20.75,20.2175,23,28.4,19.25,27.4,10,26,-1,L
Seattle,Atlanta,35,20.418,28,19.75,17.0675,13.5,26,24,-6.5,L
GreenBay,Dallas,25.8,17.43,18.2,24.5,19.785,20.75,16,30,-4,L
Houston,Indianapolis,27.4,17.574,29.6,16.4,20.31,20.8,26,23,-3,L
Arizona,NewYorkJets,18.4,23.446,27.2,25,19.512,20.2,28,3,-7.5,W
GreenBay,Chicago,16.83333333,19.81,23.83333333,22.8,20.22,22.6,26,10,-8,W
Philadelphia,Minnesota,23.8,18.76,12.6,27,18.206,15.6,21,10,3,W
KansasCity,NewOrleans,31,19.494,33.6,21.8,20.36,20.4,27,21,-6.5,L
Detroit,Washington,23.66666667,19.37,23.66666667,25,18.78333333,25.5,20,17,-1.5,W
Cincinnati,Cleveland,18.83333333,21.18333333,29.33333333,18.16666667,22.96,24.16666667,31,17,-10,W
Miami,Buffalo,27,20.135,17.16666667,19.66666667,20.29166667,22.33333333,28,25,3,W
Jacksonville,Oakland,25.33333333,19.51666667,27.16666667,20.2,18.954,25.4,16,33,-1,L
Tennessee,Indianapolis,26.66666667,18.19833333,29,20,18.66333333,21.16666667,26,34,-2.5,L
NewYorkJets,Baltimore,19.5,18.49333333,19.16666667,15.83333333,24.145,27.33333333,24,16,-1,W
Atlanta,SanDiego,28.83333333,19.53,25.83333333,33.16666667,20.91166667,27.66666667,30,33,-6.5,L
SanFrancisco,TampaBay,18.8,22.222,28.4,21.16666667,22.60666667,30.83333333,17,34,2,L
Pittsburgh,NewEngland,24.83333333,18.65833333,15.16666667,25.66666667,19.72,20.5,16,27,7,L
Arizona,Seattle,21,17.516,15.6,25.5,18.76166667,17.33333333,6,6,-1.5,L
Denver,Houston,18,19.79666667,21.16666667,23.33333333,19.31666667,18,27,9,-7.5,W
Tennessee,Jacksonville,19.5,18.86166667,26.66666667,20.85714286,18.31857143,23,36,22,-3.5,W
Atlanta,GreenBay,23.33333333,18.58,20.5,32.71428571,21.00428571,28.42857143,33,32,-3,L
Houston,Detroit,24.28571429,18.40285714,24.28571429,16.71428571,20.78,22,20,13,-2.5,W
NewOrleans,Seattle,18.5,18.85666667,14,29.33333333,20.84666667,32.5,25,20,2.5,W
Buffalo,NewEngland,25.14285714,19.65857143,15.28571429,26.71428571,19.94428571,18.71428571,25,41,6.5,L
Cleveland,NewYorkJets,17,22.89,25.71428571,18.57142857,21.45428571,29.57142857,28,31,3.5,W
TampaBay,Oakland,26.42857143,19.17571429,25.57142857,21.33333333,21.28333333,26.5,24,30,-1,L
Indianapolis,KansasCity,22.66666667,19.54833333,20.5,27.71428571,18.11142857,28.57142857,14,30,2.5,L
Denver,SanDiego,29.42857143,20.53,26.42857143,23.85714286,19.24142857,16.71428571,27,19,-5.5,W
Carolina,Arizona,22.71428571,19.07571429,15.71428571,26.83333333,20.10166667,29.33333333,30,20,-2.5,W
Dallas,Philadelphia,26,18.65333333,14.66666667,26.5,18.31833333,17.83333333,29,23,-4.5,L
Chicago,Minnesota,21.5,19.88333333,14,15.85714286,20.55285714,24.14285714,20,10,6,W
TampaBay,Atlanta,32.75,21.0125,28.875,21.71428571,20.85142857,27,28,43,3.5,L
KansasCity,Jacksonville,19.85714286,18.92857143,28,23.71428571,20.04857143,19.57142857,19,14,-9,L
Minnesota,Detroit,22.875,18.8425,23.75,19.85714286,19.93142857,14.85714286,16,22,-6.5,L
NewYorkGiants,Philadelphia,25.57142857,19.86571429,16.71428571,19,20.58857143,20.14285714,28,23,-2.5,W
Cleveland,Dallas,26.85714286,18.79857143,18.57142857,19.75,20.72875,29.75,10,35,7.5,L
Miami,NewYorkJets,18.75,21.60875,26,20.85714286,20.38714286,22.71428571,27,23,-3.5,W
Baltimore,Pittsburgh,24.28571429,20.99857143,21.42857143,19,18.41142857,19.85714286,21,14,-2.5,W
SanFrancisco,NewOrleans,28.71428571,21.18857143,30.71428571,20.57142857,20.90857143,31.28571429,23,41,3.5,L
StLouis,Carolina,27.28571429,20.04714286,28,17.14285714,20.42285714,22.71428571,10,13,3.5,W
GreenBay,Indianapolis,26,18.66625,28.75,24.57142857,19.35,22.28571429,26,31,-7,L
SanDiego,Tennessee,22.75,17.2825,22.875,28.125,21.6475,26.5,43,35,-5,W
Oakland,Denver,24.25,19.04875,17,26.875,19.5475,25.375,30,20,0,W
Seattle,Buffalo,26.5,20.47125,21.5,18.71428571,18.93428571,15.57142857,31,25,-6.5,L
Baltimore,Cleveland,18.66666667,20.87666667,30.33333333,19.25,18.67875,19.125,28,7,-10,W
Jacksonville,Houston,17.125,20.3025,20.875,19.125,20.17375,26.875,21,24,0,L
Carolina,KansasCity,23.125,19.35,18.875,25.5,19.765,25.75,17,20,-3,L
NewOrleans,Denver,23.77777778,19.88888889,18.44444444,30.25,20.89375,29.75,23,25,-2,L
NewYorkJets,StLouis,16.25,20.10375,21.5,19.22222222,21.33,26.11111111,6,9,-1.5,L
Philadelphia,Atlanta,33.88888889,20.86777778,28.77777778,25.25,20.0975,18.125,24,15,0,W
Washington,Minnesota,19.375,19.3925,15.75,23.25,19.68,23.625,26,20,-3,W
Tennessee,GreenBay,24.75,19.2825,23.375,24.11111111,18.14777778,25.11111111,47,25,2.5,W
TampaBay,Chicago,16.375,20.52,22.375,22.5,20.72625,29,36,10,0,W
SanDiego,Miami,21.625,19.3375,22.75,29.77777778,21.02666667,27.44444444,24,31,-4,L
Arizona,SanFrancisco,20.875,20.32125,32.5,22.375,18.97125,17.5,23,20,-13.5,L
Pittsburgh,Dallas,27.875,17.9075,17.5,23,20.95125,21.375,30,35,-2.5,L
NewEngland,Seattle,20.25,19.09125,16.75,27.125,19.8875,16.5,24,31,-7.5,L
NewYorkGiants,Cincinnati,20.875,20.90375,23.625,20.125,20.5975,20.5,21,20,-2,L
Carolina,NewOrleans,29.44444444,21.04555556,29.22222222,24.55555556,20.1,25.11111111,23,20,-3.5,L
Indianapolis,Tennessee,26.4,17.904,25.1,26.55555556,19.08555556,28.44444444,24,17,-3,W
Detroit,Jacksonville,19.33333333,19.49555556,26.55555556,22.77777778,19.35111111,22.88888889,26,19,-6.5,W
KansasCity,TampaBay,24,19.79555556,26.88888889,22.77777778,19.57,18.66666667,17,19,-7.5,L
NewYorkGiants,Chicago,15.66666667,20.16777778,23.88888889,20.22222222,20.21333333,20.44444444,22,16,-7.5,L
Minnesota,Arizona,22.44444444,18.38777778,17.77777778,19.44444444,19.49555556,16.88888889,30,24,-1,W
Cincinnati,Buffalo,26.33333333,21.11888889,22.55555556,20.77777778,21.10444444,23.33333333,12,16,-2.5,L
Dallas,Baltimore,20.22222222,17.38555556,17.77777778,28.66666667,18.49,18.88888889,27,17,-7.5,W
Cleveland,Pittsburgh,23.77777778,21.31888889,22.88888889,17.5,21.33,30.1,9,24,8,L
StLouis,Miami,22.66666667,19.77222222,22.88888889,15.44444444,20.27777778,19.77777778,10,14,1.5,L
SanFrancisco,NewEngland,26.77777778,20.15333333,18.11111111,20.77777778,21.23333333,31.44444444,17,30,13,W
Seattle,Philadelphia,25.11111111,19.82888889,17.77777778,21.44444444,20.41888889,17.55555556,26,15,-6.5,W
Washington,GreenBay,24.77777778,19,26,23.55555556,19.66111111,23.22222222,42,24,-2.5,W
Detroit,Minnesota,20.5,19.343,17.6,23.1,18.546,22.5,16,13,-2.5,W
Dallas,Washington,22.4,19.315,23.3,28.5,18.129,18.7,31,26,-7,L
Indianapolis,Pittsburgh,23.8,20.6,21.5,26.3,18.229,27.3,7,28,8.5,L
Houston,SanDiego,29.2,20.729,27.8,18.1,19.909,21.5,13,21,1.5,L
Chicago,Tennessee,25.54545455,17.95727273,25,15.7,20.288,23.7,21,27,4.5,L
Buffalo,Jacksonville,19.3,19.326,26.5,25.3,21.244,21.5,28,21,-7.5,L
Baltimore,Cincinnati,19.9,21.38,22.6,19.9,18.537,18.7,19,14,-4.5,W
Atlanta,Arizona,22.6,19.051,19,32,21.699,28.3,38,19,-4.5,W
Miami,SanFrancisco,20.4,21.8,31.3,21.8,19.845,21.6,31,24,-8,L
NewOrleans,StLouis,14.9,20.012,19.2,28.5,21.392,28.6,49,21,-7.5,W
Cleveland,NewYorkGiants,20.4,19.308,20,16.72727273,21.41909091,29.54545455,13,27,7,L
TampaBay,Seattle,21.9,20.619,17.3,23.5,20.381,25.9,14,5,6,W
Oakland,Carolina,24.4,19.838,24.6,27.2,20.094,24.3,35,32,-3.5,L
Denver,KansasCity,22.2,18.99,18.7,23.9,20.109,18.9,27,30,-3.5,L
NewYorkJets,NewEngland,27.1,19.83,18,17.9,20.851,24.4,17,22,8,W
Philadelphia,GreenBay,24.7,19.442,24.6,24.1,20.838,18.6,13,27,-4,L
Minnesota,Dallas,28.72727273,18.25909091,19.36363636,20.09090909,19.49909091,17.18181818,15,17,3.5,W
Jacksonville,Denver,24.18181818,20.54818182,19.90909091,19.45454545,20.13,26.63636364,10,20,5,L
Atlanta,KansasCity,22.90909091,20.01636364,19.45454545,32.54545455,21.74272727,27.45454545,28,29,-3.5,L
GreenBay,Houston,17.63636364,19.74090909,21.45454545,24.90909091,20.00636364,23.54545455,21,13,-6,W
Cincinnati,Philadelphia,23.09090909,20.54090909,19.36363636,19.36363636,21.47636364,22.27272727,32,14,0,W
NewOrleans,Detroit,22.18181818,18.10727273,21.90909091,30.36363636,20.76727273,27.90909091,13,28,-5,L
Chicago,SanFrancisco,20.72727273,21.54909091,31.27272727,16.18181818,19.80363636,24,26,6,-1,W
NewEngland,StLouis,15.45454545,20.21,21.90909091,26.63636364,19.29,17.90909091,26,10,-13.5,W
Baltimore,Miami,22.63636364,18.78454545,21.81818182,19.81818182,18.42545455,18.27272727,38,6,-3.5,W
Oakland,Buffalo,25.54545455,19.87727273,21.45454545,27.90909091,20.36090909,25,38,24,-3.5,W
SanDiego,TampaBay,22.63636364,20.48090909,24,28.45454545,20.87272727,26.45454545,21,28,-4,L
Arizona,Washington,22.72727273,20.31818182,24,22.27272727,19.50272727,20.72727273,31,23,-2.5,W
Pittsburgh,NewYorkGiants,21,18.62272727,19.36363636,24.18181818,20.38727273,20.18181818,24,14,-6,W
Seattle,Carolina,25.09090909,20.59727273,25.27272727,20.36363636,20.47727273,17,40,7,-7,W
NewYorkJets,Indianapolis,24.54545455,18.79545455,27.36363636,17.81818182,20.88818182,24.18181818,10,41,1,L
KansasCity,Oakland,28.75,20.2025,24.91666667,23.41666667,20.4375,20.16666667,21,13,-3.5,W
Tennessee,Denver,23.83333333,20.16,19.08333333,25.66666667,18.24333333,24.66666667,13,10,-1,W
Carolina,SanDiego,27.83333333,20.59,26.58333333,23.58333333,20.83166667,26.5,28,16,-1,W
Indianapolis,Houston,17.25,20.49,21.41666667,25.91666667,18.97916667,25.91666667,17,22,-6,L
Cleveland,Cincinnati,20.41666667,21.0825,21.58333333,16.41666667,21.15083333,29.33333333,10,23,5.5,L
Buffalo,Pittsburgh,24.16666667,20.22416667,19.66666667,25.41666667,20.28166667,22.83333333,20,27,2,L
Miami,Arizona,23,18.85166667,20.91666667,21.25,19.05166667,23.16666667,26,23,-1,W
Detroit,Chicago,17,19.30916667,22.5,22.66666667,18.71,21.16666667,20,17,-8,L
Jacksonville,Minnesota,19.66666667,20.0825,17.16666667,18.66666667,20.85166667,26.08333333,16,25,3.5,L
TampaBay,NewOrleans,28.91666667,20.09,27.91666667,23.08333333,20.58083333,23.75,16,11,-2.5,W
Philadelphia,Washington,22.75,20.99583333,24.58333333,22.33333333,21.08583333,20.41666667,22,27,1,L
SanFrancisco,NewYorkJets,17.16666667,20.59666667,25.58333333,19.5,21.51083333,30.83333333,17,23,-2.5,L
GreenBay,Seattle,22,19.41833333,16.16666667,24.58333333,19.93,22.66666667,38,10,2.5,W
StLouis,Atlanta,32.16666667,21.5975,27.58333333,15,20.49166667,22.25,14,42,6,L
NewYorkGiants,Dallas,27.75,18.97083333,19,20.41666667,19.60666667,19.75,10,7,3.5,W
NewEngland,Baltimore,21.33333333,18.12833333,17.25,26.58333333,18.38416667,17.25,30,23,-7.5,L
Seattle,StLouis,14.92307692,20.40384615,23.76923077,21.07692308,19.66307692,17.84615385,24,3,-15.5,W
Dallas,TampaBay,22.53846154,20.07,22.76923077,26.15384615,19.66846154,18.30769231,26,20,-7,L
NewYorkGiants,Detroit,22.46153846,18.43692308,20.84615385,19.61538462,19.91692308,18.76923077,17,6,-4,W
Baltimore,Philadelphia,22.30769231,21.19153846,20.92307692,21.46153846,19.03153846,18.23076923,27,26,-6,L
Chicago,GreenBay,25.61538462,20.20538462,21.69230769,17,19.80615385,22.30769231,27,30,6,W
Minnesota,Indianapolis,25.23076923,18.99307692,25.61538462,20.07692308,20.12692308,17.07692308,6,34,-5,L
Buffalo,Cleveland,15.92307692,21.07230769,28.84615385,25,20.07769231,23.15384615,33,13,-10,W
KansasCity,Tennessee,24.69230769,18.57076923,23.53846154,23.23076923,20.42076923,19.61538462,17,19,-5,L
Houston,Jacksonville,18.46153846,20.84230769,26,17.61538462,20.67692308,21.07692308,21,20,-5.5,L
Arizona,NewOrleans,27.53846154,20.11923077,27,23,18.82538462,21.30769231,41,48,-3,L
Atlanta,SanFrancisco,19.30769231,19.69076923,30.23076923,32.92307692,21.07769231,26.53846154,41,13,-13.5,W
Denver,NewEngland,26.84615385,18.14,17.69230769,22.76923077,20.25923077,18.61538462,3,16,3.5,L
SanDiego,Oakland,27.53846154,20.78153846,24.61538462,26.92307692,20.71615385,26.69230769,16,19,3,W
Cincinnati,Pittsburgh,24.38461538,20.61230769,19.69230769,20.61538462,20.34461538,20.69230769,20,24,3.5,L
Washington,Carolina,23.92307692,20.24615385,25.69230769,23.07692308,21.38846154,24.38461538,15,26,-6,L
Philadelphia,NewYorkGiants,19.42857143,19.48428571,17.85714286,22.57142857,21.08857143,21.35714286,24,19,2.5,W
Chicago,Washington,22.5,20.80928571,24.5,17.71428571,19.69785714,22.85714286,21,41,3.5,L
Buffalo,Miami,22.5,18.505,22.42857143,25.57142857,19.19285714,22.42857143,31,34,-4,L
NewOrleans,TampaBay,22.35714286,20.72928571,23,29,20.38142857,28,31,24,-3,W
Carolina,Atlanta,33.5,20.16357143,25.57142857,24.07142857,20.81142857,24.92857143,16,33,2.5,L
GreenBay,Minnesota,19.07142857,19.82214286,18.28571429,25.92857143,19.98357143,22.07142857,38,25,-6.5,W
NewEngland,NewYorkJets,17.28571429,19.71071429,25.57142857,26.07142857,18.68,16.64285714,41,3,-16.5,W
Jacksonville,Tennessee,24.28571429,19.26357143,23.07142857,18.57142857,20.68928571,25.64285714,38,17,5,W
Cleveland,SanDiego,26.14285714,20.89071429,26.14285714,15.71428571,21.33857143,29.14285714,20,17,6,W
Oakland,Indianapolis,25.85714286,19.15142857,24.21428571,26.92857143,20.93357143,24,33,25,-3.5,W
StLouis,SanFrancisco,18.85714286,20.39,31,14.07142857,20.98357143,23.78571429,21,22,-3.5,L
Seattle,Arizona,24.28571429,18.66357143,23.21428571,21.28571429,19.15142857,16.78571429,31,34,-8.5,L
Houston,Cincinnati,20.57142857,20.42,20.92857143,17.85714286,20.145,21,12,10,-2,L
Pittsburgh,Baltimore,21.85714286,19.01357143,18.78571429,24.35714286,20.66428571,19.71428571,31,27,-5,L
KansasCity,Denver,21.35714286,20.89142857,18.42857143,22.78571429,20.44357143,19.57142857,33,10,-3.5,W
Dallas,Detroit,21.28571429,18.64142857,20.57142857,26.14285714,19.18142857,18.42857143,42,21,-7,W
Houston,Oakland,26,21.21375,24.0625,17.4375,20.13625,20.5,27,14,-3.5,W
Seattle,Detroit,21.4375,19.36375,22.5625,22.125,18.46125,18.25,26,6,-8,W
Pittsburgh,Miami,22.6875,18.783125,23.75,24.9375,20.23125,20.4375,30,12,-11,W
GreenBay,NewYorkGiants,19.375,20.273125,17.75,27,20.0075,22.375,38,13,-5,W
Atlanta,Seattle,22.35294118,18.34411765,17.52941176,33.75,20.146875,25.375,36,20,-4.5,W
NewEngland,Houston,18,20.09176471,20.11764706,27.5625,17.75125,15.625,34,16,-16,W
KansasCity,Pittsburgh,25.23529412,19.80411765,19.94117647,24.3125,20.48875,19.4375,16,18,-1.5,L
Dallas,GreenBay,27.64705882,19.88764706,21.82352941,26.3125,19.70375,19.125,31,34,-4.5,L
Atlanta,GreenBay,28,20.37833333,22.33333333,33.88235294,20.09823529,25.05882353,44,21,-5.5,W
NewEngland,Pittsburgh,24.83333333,20.26166667,19.72222222,28,17.60705882,15.64705882,36,17,-6,W
TampaBay,NewEngland,29.75,21.915,32,23.66666667,17.67,21.33333333,14,19,5.5,W
Cincinnati,Buffalo,18.25,21.21,13.5,16,18.56,16.75,20,16,-3,W
Cleveland,NewYorkJets,18.75,19.77,23,15.75,18.6525,26.75,14,17,-1,L
Pittsburgh,Jacksonville,27.25,18.705,18.5,22.5,17.5125,14.75,9,30,-8.5,L
Miami,Tennessee,25,20.97,31.5,8.333333333,19.87666667,19,16,10,2.5,W
Indianapolis,SanFrancisco,16.5,20.0075,23.5,17.75,16.9325,34,26,23,-1.5,L
Philadelphia,Arizona,18.5,17.515,22.75,25.75,21.95,23,34,7,-6.5,W
Detroit,Carolina,19.5,20.37,15,24.75,20.4575,17.5,24,27,-2,L
StLouis,Seattle,23.5,17.3,19.25,35.5,17.2675,26.25,10,16,-1.5,L
Oakland,Baltimore,15,17.095,20,22.75,20.5975,19.75,17,30,-2.5,L
Dallas,GreenBay,25.5,18.9075,20.25,23.5,19.225,24.25,31,35,-2,L
Houston,KansasCity,30.5,21.945,19.25,27.5,20.2675,22,34,42,1,L
Chicago,Minnesota,19.75,21.5,19,15.25,23.77,26,17,20,3,W
Carolina,Philadelphia,27.4,20.592,19.8,21,21.022,16.8,23,28,-3.5,L
Houston,Cleveland,15.4,17.654,24.8,28.8,21.65,26,33,17,-9.5,W
NewYorkJets,NewEngland,27.6,22.456,28.4,18.4,18.314,21.2,17,24,9.5,W
Atlanta,Miami,10.25,19.1325,16.75,26,20.62,22.25,17,20,-11.5,L
NewOrleans,Detroit,24.6,20.156,19.4,23.25,22.83,19.5,52,38,-5,W
Minnesota,GreenBay,27.4,20.14,22.4,19.8,20.162,18.6,23,10,3.5,W
Baltimore,Chicago,15.6,22.376,24.8,18,18.532,19.4,24,27,-6.5,L
Washington,SanFrancisco,17.8,19.278,24,22.75,22.1,22.25,26,24,-10,L
Jacksonville,StLouis,30.4,17.722,24.2,27.8,20.122,16.6,17,27,-2.5,L
Arizona,TampaBay,21.25,19.0825,20.75,16.2,18.912,25,38,33,2,W
KansasCity,Pittsburgh,19.8,17.69,17.8,32.8,22.402,22.2,13,19,-4,L
Oakland,SanDiego,19.8,21.284,23,21.6,19.776,21.8,16,17,-3.5,L
Denver,NewYorkGiants,16.4,21.678,24.4,24.5,19.145,18.5,10,23,-11.5,L
Tennessee,Indianapolis,19.4,15.168,31.8,22,20.99,28.4,36,22,-7.5,W
Oakland,KansasCity,29.5,22.66666667,21.66666667,20.66666667,18.775,21,31,30,3,W
Cleveland,Tennessee,24.33333333,19.35166667,27.33333333,15.66666667,18.53833333,26.16666667,9,12,5.5,W
Indianapolis,Jacksonville,26,19.55166667,18.33333333,19.83333333,16.43,32.5,0,27,3.5,L
Pittsburgh,Cincinnati,16.8,18.312,16.6,19.66666667,19.395,17,29,14,-5,W
Minnesota,Baltimore,19,17.69833333,20.66666667,20.33333333,20.76666667,17.16666667,24,16,-5.5,W
Miami,NewYorkJets,18.16666667,19.255,21.66666667,12.2,20.568,16.8,31,28,-3.5,L
Buffalo,TampaBay,23.6,20.108,24.2,17.8,20.486,14.8,30,27,-3,L
Chicago,Carolina,21.33333333,21.25166667,18.66666667,17.5,22.06333333,24.66666667,17,3,3.5,W
GreenBay,NewOrleans,29,22.458,23.2,24.5,20.80166667,22.5,17,26,5.5,L
SanFrancisco,Dallas,25,19.626,26.4,18.83333333,20.07333333,24.33333333,10,40,6,L
NewYorkGiants,Seattle,22,17.612,17.4,17.5,21.89,22,7,24,5.5,L
SanDiego,Denver,21.6,18.754,19.4,19.33333333,21.56,21.83333333,21,0,0,W
NewEngland,Atlanta,24.2,19.532,21.8,27,21.36333333,26.5,23,7,-3.5,W
Philadelphia,Washington,23.4,19.63,22.6,27.5,21.53333333,20.33333333,34,24,-5,W
Baltimore,Miami,15.33333333,19.65,18.66666667,18.57142857,19.22142857,21.14285714,40,0,-3.5,W
NewOrleans,Chicago,17.42857143,21.34857143,21.57142857,28.5,22.80666667,22.16666667,20,12,-9,L
NewYorkJets,Atlanta,21.33333333,21.42833333,22,19.57142857,19.73571429,23,25,20,4.5,L
TampaBay,Carolina,18.71428571,21.49428571,18.42857143,24.16666667,20.27666667,25.16666667,3,17,-2,L
Philadelphia,SanFrancisco,17.57142857,19.67142857,26.57142857,28.42857143,20.55,20.85714286,33,10,-13,W
Buffalo,Oakland,22.14285714,19.38,22.28571429,19.83333333,19.00666667,16.83333333,34,14,-2.5,W
Cincinnati,Indianapolis,17,16.75857143,31.71428571,16.33333333,19.55166667,18.66666667,24,23,-10,L
NewEngland,SanDiego,19.57142857,20.51571429,18.71428571,26.42857143,21.19571429,23.71428571,21,13,-7.5,W
Seattle,Houston,29.5,19.34166667,24.5,22.33333333,17.68333333,15.66666667,41,38,-5.5,L
Washington,Dallas,27.5,17.69833333,23.66666667,23.5,21.51833333,24.5,19,33,2.5,L
Detroit,Pittsburgh,21,19.53285714,16.57142857,26.83333333,20.655,24.83333333,15,20,3,L
KansasCity,Denver,18,19.515,19.66666667,29.57142857,23.31285714,23,29,19,-7,W
NewYorkJets,Buffalo,21.85714286,18.65142857,16.42857143,19.625,19.1275,23.25,34,21,3.5,W
Philadelphia,Denver,18.14285714,20.95142857,21,29,18.6875,19.5,51,23,-8,W
NewYorkGiants,StLouis,30.28571429,17.81142857,19.71428571,16,22.06142857,22.28571429,17,51,4.5,L
NewOrleans,TampaBay,21.14285714,20.48714286,24,27.28571429,21.62142857,20.71428571,30,10,-7,W
Jacksonville,Cincinnati,17.42857143,18.68285714,19.28571429,26.14285714,19.56142857,15.71428571,23,7,-4.5,W
Carolina,Atlanta,21.85714286,20.47857143,21.71428571,18.5,21.5225,16.5,20,17,0,W
Houston,Indianapolis,17.75,17.1225,30.75,30.71428571,20.39571429,26.85714286,14,20,6,L
Tennessee,Baltimore,21.25,18.515,18.5,22.57142857,17.86285714,24.71428571,23,20,-3.5,L
SanFrancisco,Arizona,17,18.76285714,27.28571429,16.625,20.87625,27.375,10,20,2,L
Seattle,Washington,22.85714286,21.38142857,25.71428571,25,17.82285714,18.85714286,14,17,-8,L
Dallas,KansasCity,29.5,22.24,22.5,28.28571429,18.16714286,23,28,17,-2,W
Miami,Oakland,21.125,19.92625,23.75,13.14285714,19.88714286,21.71428571,24,27,3,W
GreenBay,Detroit,25.14285714,21.28285714,24.14285714,23.42857143,21.75142857,23,17,30,2.5,L
Arizona,Seattle,23.625,17.73625,18.625,17.375,18.57625,25.125,16,22,6,W
Washington,Minnesota,22.375,19.24125,16.875,22.125,22.31625,24.25,30,38,1.5,L
Chicago,GreenBay,22.625,21.51875,23.875,16.75,22.45875,21.375,16,23,-5,L
Indianapolis,Pittsburgh,20.875,20.30625,16.375,18,17.80444444,28.88888889,17,20,10.5,W
Jacksonville,SanDiego,18.75,20.79375,19,25.75,19.35375,14.625,20,17,-4,L
TampaBay,NewYorkJets,21.22222222,18.75111111,23,19.75,21.195,24.75,15,10,0,W
Tennessee,Cincinnati,16.125,18.97625,19.75,22.625,17.87625,24.125,24,20,-5,L
Buffalo,NewOrleans,27.625,20.87375,19.375,21.75,18.45,18.625,10,47,2.5,L
Detroit,Cleveland,14.875,18.90125,25.25,25.75,21.64625,23.25,38,24,-12,W
StLouis,Houston,28.625,18.99375,26,32.875,18.43375,19.375,33,7,-12,W
Atlanta,Dallas,28.25,18.69125,22.25,21.25,20.955,21.5,27,7,-3,W
SanFrancisco,NewYorkGiants,16.125,21.96375,25.875,15.88888889,20.80755556,26.55555556,31,21,2,W
Denver,NewEngland,27,20.6075,22.375,18.75,21.49875,24.75,16,41,7.5,L
Carolina,Miami,14.5,19.9925,22.375,18.66666667,21.28333333,16.55555556,45,21,-8.5,W
Pittsburgh,Tennessee,22.77777778,17.28222222,23.66666667,20.77777778,19.75111111,16.44444444,40,17,-7,W
Chicago,Detroit,27.11111111,20.46888889,23.33333333,16.66666667,22.97,21.55555556,24,27,3,W
NewYorkGiants,KansasCity,28.11111111,22.21111111,23.11111111,16.66666667,20.96444444,26.44444444,12,9,10.5,W
Miami,TampaBay,19.22222222,20.33444444,23.11111111,15.22222222,20.79777778,24.88888889,20,30,0,L
GreenBay,Baltimore,21.11111111,18.6,19,22.66666667,21.49888889,23,0,23,2,L
Minnesota,StLouis,32.88888889,17.98333333,18,24.11111111,19.82444444,18.33333333,24,7,-1.5,W
Houston,Arizona,17.22222222,18.99777778,24.77777778,26.22222222,19.90222222,26.77777778,31,21,0,W
Cleveland,Jacksonville,25.11111111,18.95777778,14.88888889,15.88888889,19.36777778,26.66666667,7,19,7.5,L
NewOrleans,Washington,23,22.39888889,25.77777778,29.77777778,21.22222222,18.33333333,34,31,-8,L
SanDiego,Buffalo,20.44444444,19.25222222,21.77777778,18.55555556,20.91555556,19.11111111,54,24,-5,W
Denver,Cincinnati,16.55555556,18.96,20.22222222,18.44444444,21.41666667,26.55555556,17,20,-2.5,L
Dallas,Philadelphia,31.44444444,18.21333333,19.88888889,25.88888889,19.49111111,22.77777778,9,37,4.5,L
Seattle,Atlanta,21.88888889,20.91222222,19.88888889,23.44444444,17.77333333,18.33333333,31,34,-2,L
Detroit,Minnesota,24.1,20.087,17.2,27.1,20.384,23.4,23,30,2.5,L
Dallas,SanDiego,22.1,20.309,19.6,24.2,19.739,24.2,6,28,1.5,L
Washington,NewYorkGiants,16.2,20.954,24.7,23.8,23.005,26.6,20,10,-7.5,W
Cincinnati,Cleveland,15,19.982,25.9,16.9,18.875,19.9,30,16,-8,W
Philadelphia,Chicago,17.4,22.824,22.1,32,18.8,18.8,31,3,-13.5,W
NewEngland,Miami,15.7,20.598,25.4,29,20.569,20.3,35,17,-16.5,W
KansasCity,Buffalo,20.8,19.666,25,26.2,22.017,22,10,16,-10,L
Atlanta,TampaBay,20.3,20.004,22.8,23.1,20.82,21,34,20,-9.5,W
NewYorkJets,Carolina,21.3,20.992,17,20.1,18.516,22.2,27,35,4.5,L
Indianapolis,Tennessee,22.2,18.5184,25.3,17.9,18.352,28,16,20,3.5,L
SanFrancisco,Seattle,24.2,17.86,19.9,17.4,19.727,26,13,24,6.5,L
StLouis,NewOrleans,30.2,20.731,19.6,30.3,18.853,18.6,26,20,-2.5,W
Arizona,Jacksonville,24.5,18.533,14.1,17.6,19.282,25.4,27,24,5,W
Oakland,Denver,18.3,20.877,25.9,20.4,19.992,24.7,21,14,-5,W
Pittsburgh,GreenBay,20.4,21.318,23,22.7,19.651,16.5,31,28,-14,L
